序号,公司名称,注册资金,法定代表人,成立时间,经营状态,电话,邮箱,详细地址,统一社会信用代码,纳税人识别号,注册号,组织机构代码,公司类型,所属行业,所属地区,成立时间,曾经用名,企业类型,股东,历史股东,补充电话,备注
成都市仁邦房地产经纪有限公司,成都市仁邦房地产经纪有限公司,50万人民币,谭元贵,2702-72-03,存续,13880665143,2355643514@qq.com,中国（四川）自由贸易试验区成都高新区吉泰五路88号2栋11层1号,91510100590217874A,91510100590217874A,510109000238091,590217874,有限责任公司(自然人投资或控股),房地产业,高新工商局,2702-72-03,,有限责任公司(自然人投资或控股),史洪玮,,,
成都市锐图广告有限公司,成都市锐图广告有限公司,50万人民币,李静琴,2702-71-25,存续,13882147918,3045175433@qq.com,,91510132597297141T,91510132597297141T,510132000036368,597297141,有限责任公司(自然人独资),商务服务业,新津县市场和质量监督管理局,2702-71-25,,有限责任公司(自然人独资),李静琴,,,
成都市瑞道广告有限公司,成都市瑞道广告有限公司,50万人民币,秦俭,2775-73-26,存续,028-86667357,2352954195@qq.com,成都市武侯区小天北街11号3幢1楼3号,9.15101077978473E+017,9.15101077978473E+017,510107000081954,797847275,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2775-73-26,,有限责任公司(自然人投资或控股),秦俭,,,
成都市睿博广告有限公司,成都市睿博广告有限公司,50万人民币,何姝琪,2779-72-23,存续,15882251822,762530519@qq.com,成都市武侯区双楠路291号6-2幢3楼6号,91510107684580324B,91510107684580324B,510107000133590,684580324,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2779-72-23,,有限责任公司(自然人投资或控股),陈登全,,,
成都市睿川泵业有限公司,成都市睿川机电设备有限公司,500万人民币,李月华,2779-02-20,存续,028-85121257,497821463@qq.com,中国（四川）自由贸易试验区成都高新区天府一街535号2栋23层1号,91510100698868783W,91510100698868783W,510109000103404,698868783,有限责任公司(自然人投资或控股),批发业,高新工商局,2779-02-20,,有限责任公司(自然人投资或控股),李月华,,,
成都市叁益文化传播有限公司,成都市叁益文化传播有限公司,500万人民币,王友英,2708-74-73,存续,13628034493,381372153@qq.com,中国（四川）自由贸易试验区成都高新区吉瑞三路99号1幢4单元13层1318号,91510100332012980L,91510100332012980L,510109000560005,332012980,有限责任公司(自然人投资或控股),商务服务业,高新工商局,2708-74-73,,有限责任公司(自然人投资或控股),陈明星,,,
成都市沙河综合整治工程项目管理有限公司,成都市沙河综合整治工程项目管理有限公司,10000万人民币,郑尚钦,2770-00-23,存续,028-68814888,2446025426@qq.com,,9.15101007323758E+017,9.15101007323758E+017,510100000107455,732375756,其他有限责任公司,土木工程建筑业,成都市工商行政管理局,2770-00-23,,其他有限责任公司,成都城建投资管理集团有限责任公司,,,
成都市山之田模型设计有限公司,成都市山之田模型设计有限公司,100万人民币,郑永胜,2701-75-28,存续,028-64007906,cdszt@vip.163.com,成都市双流区西南航空港经济开发区西航港大道二段406号,91510122MA61WX1XXW,91510122MA61WX1XXW,510122000236362,MA61WX1XX,有限责任公司(自然人投资或控股),专业技术服务业,成都市双流区市场和质量监督管理局,2701-75-28,,有限责任公司(自然人投资或控股),刘爱英,,,
成都市市政工程（集团）有限责任公司,成都市市政工程（集团）有限责任公司,10158万人民币,付锦涛,0961-78-02,存续,028-86952916,cdszjt@163.com,,91510100450754168G,91510100450754168G,510100000091488,450754168,有限责任公司(自然人投资或控股),房屋建筑业,成都市工商行政管理局,0961-78-02,,有限责任公司(自然人投资或控股),付锦涛,,,
成都市市政工程设计研究院,成都市市政工程设计研究院,800万人民币,钟翔,0997-73-03,存续,028-86922801,暂无信息,,91510100450752103C,91510100450752103C,510100000200853,450752103,全民所有制,专业技术服务业,成都市工商行政管理局,0997-73-03,,全民所有制,国有资本,,,
成都市舒欣品牌推广展览展示有限公司,成都市舒欣品牌推广展览展示有限公司,50万人民币,熊平,2773-76-06,存续,13881958797,670225980@qq.com,成都市高升桥路2号瑞金广场1幢1单元10楼B座,91510107752814138L,91510107752814138L,510107000161911,752814138,有限责任公司(自然人投资或控股),文化艺术业,武侯区市场和质量监督管理局,2773-76-06,,有限责任公司(自然人投资或控股),沈亚娜,,,
成都市双虎实业有限公司,成都市双虎实业有限公司,5000万人民币,杨晓辉,0999-76-06,存续,028-83716883,sunhoo@263.net,,91510182709284653Y,91510182709284653Y,510182000011966,709284653,有限责任公司(自然人投资或控股),家具制造业,彭州市市场和质量监督管理局,0999-76-06,,有限责任公司(自然人投资或控股),尹显建,,,
成都市泰丰建筑装饰材料有限公司,成都市泰丰建筑装饰材料有限公司,210万人民币,张剑,2700-71-03,存续,18482197362,暂无信息,,91510105574645238G,91510105574645238G,510105000156698,57464523-8,有限责任公司(自然人投资或控股),批发业,青羊区市场和质量监督管理局,2700-71-03,,有限责任公司(自然人投资或控股),张剑,,,
成都市同兴达建筑工程有限公司,成都市同兴达建筑工程有限公司,1000万人民币,童韬,2702-72-22,存续,17708025156,148655036@qq.com,成都高新区天府大道中段177号19栋1单元1层5号,91510100590230665X,91510100590230665X,510109000239176,59023066-5,有限责任公司(自然人投资或控股),房屋建筑业,高新工商局,2702-72-22,,有限责任公司(自然人投资或控股),童韬,,,
成都市土地资源局,成都市国土资源局成华分局征地事务中心（成都市国土资源局成华分局土地开发整治中心）,,,,,暂无信息,暂无信息,,成都市国土资源局成华分局,成都市青羊区大安东路55号,-,1.25101006771775E+017,财政补助财政核定收支、全额预算,-,,,,财政补助财政核定收支、全额预算,,,,
成都市微观世界网络科技有限公司,成都市微观世界网络科技有限公司,100万人民币,许川,2703-76-75,存续,15196694585,616211608@qq.com,成都高新区世纪城南路599号6栋5层505号,9.1510100075367E+017,9.1510100075367E+017,510109000385867,75366955,有限责任公司(自然人独资),研究和试验发展,高新工商局,2703-76-75,,有限责任公司(自然人独资),许川,,,
成都市文化旅游发展集团有限责任公司彩灯文化分公司,,,,,,,,,,,,,,,,,,,,,,
成都市文盛文化传媒发展有限公司,成都市文盛文化传媒发展有限公司,150万人民币,张瑞娉,2773-72-76,存续,13880387282,zengzhaomin@wscm1061.com,成都市武侯区领事馆路7号1栋2单元6层607号,9.1510107746408E+017,9.1510107746408E+017,510107000046847,746408045,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2773-72-76,,有限责任公司(自然人投资或控股),张瑞娉,,,
成都市文物考古工作队,成都市文物考古工作队（成都文物考古研究所）,,,,,暂无信息,暂无信息,,成都市文化广电新闻出版局,成都市十二桥路十八号,-,12510100450753560C,财政补助全额拨款,-,,,,财政补助全额拨款,,,,
成都市问鼎行广告传媒有限公司,成都市问鼎行广告传媒有限公司,50万人民币,宁旺琼,2771-71-29,存续,13881929773,3090944401@qq.com,,91510107790017690B,91510107790017690B,510107000055892,790017690,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2771-71-29,,有限责任公司(自然人投资或控股),宁旺琼,,,
成都市五洲广告传播有限公司,成都市五洲广告传播有限公司,50万人民币,张广文,2775-73-26,存续,13308179992,暂无信息,成都市新津县五津镇武阳中路121号,91510132660453179R,91510132660453179R,510132000021896,660453179,有限责任公司(自然人投资或控股),商务服务业,新津县市场和质量监督管理局,2775-73-26,,有限责任公司(自然人投资或控股),张广文,,,
成都市欣和风特种玻璃有限公司,成都市欣和风特种玻璃有限公司,300万人民币,李绍州,2771-73-01,存续,13982064559,731765603@qq.com,,91510124785435820B,91510124785435820B,510124000017932,785435820,有限责任公司(自然人投资或控股),非金属矿物制品业,郫都区市场和质量监督管理局,2771-73-01,,有限责任公司(自然人投资或控股),黄春霞,,,
成都市欣和商贸有限公司,成都市欣和商贸有限公司,80万人民币,杜华,2779-78-71,存续,18981711287,304051942@qq.com,成都市金牛区营门口路39号3-17号,9.15101066890109E+017,9.15101066890109E+017,510106000092862,689010937,有限责任公司(自然人投资或控股),批发业,金牛区市场和质量监督管理局,2779-78-71,,有限责任公司(自然人投资或控股),杜华,,,
成都市新都区财政局,成都市新都区学生资助管理中心,,,,,暂无信息,暂无信息,,区教育局,成都市新都区教育局C幛一楼,-,12510125693684352T,财政补助全额拨款,-,,,,财政补助全额拨款,,,,
成都市新都区市政工程公司,成都市新都区市政工程公司,3137万人民币,尹涛,0997-76-05,存续,028-60322328,暂无信息,,9.15101142025987E+017,9.15101142025987E+017,510125000039101,202598696,全民所有制,土木工程建筑业,成都市新都区市场和质量监督管理局,0997-76-05,,全民所有制,成都市新都区城乡建设局,,,
成都市新都区兴房测绘有限责任公司,成都市新都区兴房测绘有限责任公司,50万人民币,牟迅,2776-75-00,存续,028-89396098,1502604616@qq.com,成都市新都区新都镇静安路建设大厦7楼,91510114677167566E,91510114677167566E,510125000012640,677167566,其他有限责任公司,专业技术服务业,成都市新都区市场和质量监督管理局,2776-75-00,,其他有限责任公司,成都市新都区房产产权产籍监理所,,,
成都市新都区自来水公司,成都市新都区自来水公司,2000万人民币,樊勇,0993-73-29,存续,028-89396563,xdzls6563@126.com,,9151011420258805XE,9151011420258805XE,510125000010195,20258805X,全民所有制,水的生产和供应业,成都市新都区市场和质量监督管理局,0993-73-29,,全民所有制,成都市新都区水务局,,,
成都市新光韦邦照明工程有限公司,成都市新光韦邦照明工程有限公司,300万人民币,廖春琼,2703-75-72,存续,13808181750,750767763@.qq.com,,91510100072416734X,91510100072416734X,510109000380437,72416734,有限责任公司(自然人投资或控股),建筑安装业,高新工商局,2703-75-72,,有限责任公司(自然人投资或控股),张茂生,,,
成都市新津水城水务投资有限责任公司,成都市新津水城水务投资有限责任公司,2000万人民币,王平,2776-02-79,存续,028-82513969,1535463931@qq.com,成都市新津县五津镇武阳中路107号,91510132681831255P,91510132681831255P,510132000006846,681831255,有限责任公司(国有独资),水利管理业,新津县市场和质量监督管理局,2776-02-79,,有限责任公司(国有独资),新津县国有资产管理局,,,
成都市鑫牛线缆有限公司,成都市鑫牛线缆有限公司,200万人民币,陈湖南,0996-00-03,存续,13808187590,暂无信息,,91510100713013899J,91510100713013899J,510100000096184,713013899,有限责任公司(自然人投资或控股),电气机械和器材制造业,成都市工商行政管理局,0996-00-03,,有限责任公司(自然人投资或控股),陈素清,,,
成都市鑫神鹰电器有限责任公司,成都市鑫神鹰电器有限责任公司,2000万人民币,贺梅莉,2778-02-03,存续,028-84818031,1393156861@qq.com,四川省成都市龙泉驿区柏合镇二河村五组,91510112782667802B,91510112782667802B,510112000000293,782667802,有限责任公司(自然人投资或控股),通用设备制造业,成都市龙泉驿区市场和质量监督管理局,2778-02-03,,有限责任公司(自然人投资或控股),邹凯,,,
成都市鑫源纸制品有限公司,成都市鑫源纸制品有限公司,50万人民币,王艳芳,0999-74-03,存续,028-86926023,yp450202@126.com,,9.15101057130938E+017,9.15101057130938E+017,510105000060355,713093833,有限责任公司(自然人投资或控股),造纸和纸制品业,青羊区市场和质量监督管理局,0999-74-03,,有限责任公司(自然人投资或控股),王艳芳,,,
成都市鑫钥匙房地产经纪有限责任公司,成都市鑫钥匙房地产经纪有限责任公司,10万人民币,刘忠,2700-73-06,,13060072778,228895698@qq.com,成都市新津县五津镇瑞通路41、43号,9.15101325696837E+017,9.15101325696837E+017,510132000018494,569683707,有限责任公司(自然人投资或控股),房地产业,新津县市场和质量监督管理局,2700-73-06,,有限责任公司(自然人投资或控股),刘忠,,,
成都市兴大华照明电器有限责任公司,成都市兴大华照明电器有限责任公司,50万人民币,王玮琪,2770-74-74,存续,028-87747565,365191508@qq.com,成都市金牛区茶店子西街36号1栋2单元20层2018号、2019号、2020号,91510106728044444D,91510106728044444D,510106000036488,728044444,有限责任公司(自然人独资),批发业,金牛区市场和质量监督管理局,2770-74-74,,有限责任公司(自然人独资),王玮琪,,,
成都市兴蓉安科建设工程有限公司,成都市兴蓉安科建设工程有限公司,20000万人民币,张海涛,2704-73-75,存续,028-83408831,gym214@qq.com,成都市青羊区青羊上街131号7栋1层1号,91510100092825965E,91510100092825965E,510100000298264,92825965,有限责任公司（非自然人投资或控股的法人独资）,土木工程建筑业,成都市工商行政管理局,2704-73-75,,有限责任公司（非自然人投资或控股的法人独资）,成都市兴蓉环境股份有限公司,,,
成都市兴同兴绿化工程有限公司,成都市兴同兴绿化工程有限公司,2017万人民币,潘贵华,2777-00-73,存续,028-85333361,6666@xtxso.com,,91510107734825837G,91510107734825837G,510107000101892,734825837,有限责任公司(自然人投资或控股),农、林、牧、渔服务业,武侯区市场和质量监督管理局,2777-00-73,,有限责任公司(自然人投资或控股),潘贵华,,,
成都市兴网传媒（新都）网络有限公司,成都市兴网传媒（新都）网络有限责任公司,256.8万人民币,戴泓,2777-70-09,存续,028-83012959,903007544@qq.com,,91510114720330614R,91510114720330614R,510125000043069,720330614,其他有限责任公司,电信、广播电视和卫星传输服务,成都市新都区市场和质量监督管理局,2777-70-09,,其他有限责任公司,成都市兴网传媒有限责任公司,,,
成都市兴网传媒(新津)网络有限责任公司,成都市兴网传媒（新津）网络有限责任公司,1480万人民币,徐金虎,0999-02-79,,86355006,暂无信息,,-,-,510132000002834,-,其他有限责任公司,软件和信息技术服务业,新津县市场和质量监督管理局,0999-02-79,,其他有限责任公司,成都市兴网传媒有限责任公司,,,
成都市阳光电器工业有限公司,成都市阳光电器工业有限公司,3018万人民币,成钧,2777-74-09,存续,028-85621595,暂无信息,成都市双流区西航港经济开发区空港一路二段668号,91510122720364232M,91510122720364232M,510122000035215,720364232,有限责任公司(自然人投资或控股),电气机械和器材制造业,成都市双流区市场和质量监督管理局,2777-74-09,,有限责任公司(自然人投资或控股),成钧,,,
成都市壹媒界广告有限公司,成都市壹媒界广告有限公司,500万人民币,张岚,2703-73-08,存续,028-86276136,416972731@qq.com,成都高新区天和西二街38号2栋5层1号,91510100062448417P,91510100062448417P,510109000363880,62448417,其他有限责任公司,商务服务业,高新工商局,2703-73-08,,其他有限责任公司,壹媒介（上海）广告有限公司,,,
成都市怡林酒店设备有限公司,成都市怡林酒店设备有限公司,50万人民币,范建宁,2770-73-02,存续,13708055058,1289865370@qq.com,成都市青羊区大墙西街29号3楼F座,91510105727431848Q,91510105727431848Q,510105000142289,727431848,有限责任公司(自然人投资或控股),批发业,青羊区市场和质量监督管理局,2770-73-02,,有限责任公司(自然人投资或控股),范建宁,,,
成都市怡信建材贸易有限公司,成都市怡信建材贸易有限公司,51万人民币,鄢跃东,0991-02-02,存续,028-66686775,yixin-4321@163.com,成都市青羊区鼓楼南街117号世贸中心B座2006室,9.15101056331254E+017,9.15101056331254E+017,510105000086200,633125380,有限责任公司(自然人投资或控股),批发业,青羊区市场和质量监督管理局,0991-02-02,,有限责任公司(自然人投资或控股),陆佩瑾,,,
成都市益有厨房设备制造有限公司,成都市益有厨房设备制造有限公司,1680万人民币,甘益有,0998-75-02,存续,028-85858730,562803909@qq.com,,91510100201976405A,91510100201976405A,510100000059573,201976405,其他有限责任公司,专用设备制造业,成都市工商行政管理局,0998-75-02,,其他有限责任公司,成都益有实业股份有限公司,,,
成都市银鹏天然气有限公司,成都市银鹏天然气有限公司,3160万人民币,岳江华,2778-74-26,存续,028-83948031,gasyinpeng@163.com,,91510114774530814D,91510114774530814D,510125000002259,774530814,有限责任公司(自然人投资或控股),批发业,成都市新都区市场和质量监督管理局,2778-74-26,,有限责任公司(自然人投资或控股),岳江华,,,
成都市优仕力广告有限公司,成都市优仕力广告有限公司,500万人民币,章英,2774-74-26,存续,13348822247,342518070@qq.com,,91510104758798220J,91510104758798220J,510104000139375,758798220,有限责任公司(自然人投资或控股),商务服务业,锦江工商局,2774-74-26,,有限责任公司(自然人投资或控股),章英,,,
成都市宇华电器有限公司,成都市宇华电器有限公司,5619.9万人民币,刘勇,2771-73-08,存续,028-85745099,yuhua@163.com,成都市双流区西南航空港经济开发区,9151012278542286XY,9151012278542286XY,510122000035049,78542286X,有限责任公司(自然人投资或控股),电气机械和器材制造业,成都市双流区市场和质量监督管理局,2771-73-08,,有限责任公司(自然人投资或控股),周静,,,
成都市云友建设工程有限公司,,,,,,,,,,,,,,,,,,,,,,
成都市泽南贸易有限公司,成都市泽南贸易有限公司,200万人民币,郭从相,0999-72-74,存续,028-83278220,136564181@qq.com,,9.1510108713071E+017,9.1510108713071E+017,510108000196419,713070965,有限责任公司(自然人投资或控股),批发业,成华市场和质量监督管理局,0999-72-74,,有限责任公司(自然人投资或控股),郭从相,,,
成都市沼气科学研究设计所,成都市沼气科学研究设计所,73万人民币,王盛福,0992-71-00,注销,暂无信息,暂无信息,,-,-,20195543-6,-,全民所有制,专业技术服务业,成都市工商行政管理局,0992-71-00,,全民所有制,,,,
成都市中发广告有限公司,成都市中发广告有限公司,3万人民币,何纪辉,2702-07-37,存续,13982292799,78495230@qq.com,成都市成华区双建路189号附105号6幢1层105号,91510108054938811Y,91510108054938811Y,510108000204546,05493881-1,有限责任公司(自然人独资),商务服务业,成华市场和质量监督管理局,2702-07-37,,有限责任公司(自然人独资),何纪辉,,,
成都市中锦建设投资有限责任公司,成都市中锦建设投资有限责任公司,5000万人民币,曾涛,2774-02-07,存续,028-85918892,zjjstzyx@163.com,成都市锦江区工业园区毕升路217号,91510104768627708P,91510104768627708P,510104000011019,768627708,其他有限责任公司,房地产业,锦江工商局,2774-02-07,,其他有限责任公司,成都锦江国有资产投资经营有限责任公司,,,
成都市中兴供水有限公司,成都市中兴供水有限公司,2050万人民币,朱红光,2774-76-79,存续,028-82006199,admin@zhongxingwater.com,成都市武侯区金花桥街道办事处金花街28号,9.15101077653597E+017,9.15101077653597E+017,510107000098881,765359699,有限责任公司(自然人独资),商务服务业,武侯区市场和质量监督管理局,2774-76-79,,有限责任公司(自然人独资),朱红光,,,
成都市众合建设工程咨询有限公司,成都市众合建设工程咨询有限公司,300万人民币,屈东林,2773-70-29,存续,028-83382431,暂无信息,成都市武侯区科院街13号成都科技产业大厦,9.15101077464079E+017,9.15101077464079E+017,510107000144200,746407915,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2773-70-29,,有限责任公司(自然人投资或控股),罗刚,,,
成都市铸创广告有限公司,成都古盟房地产营销策划有限公司,100万人民币,赖红梅,2707-75-75,存续,13348881400,1735060945@qq.com,成都市武侯区少陵路245号7幢1单元1楼16号,91510107556447844M,91510107556447844M,510107000274158,556447844,有限责任公司(自然人投资或控股),房地产业,武侯区市场和质量监督管理局,2707-75-75,,有限责任公司(自然人投资或控股),杨波,,,
成都市自来水有限责任公司,成都市自来水有限责任公司,278000万人民币,王斌,0997-72-71,存续,028-87790683,cdwateryjx@126.com,,9.15101002019076E+017,9.15101002019076E+017,510100000083178,201907637,其他有限责任公司,水的生产和供应业,成都市工商行政管理局,0997-72-71,,其他有限责任公司,成都市兴蓉环境股份有限公司,,,
成都市纵横规划设计院,成都市纵横规划设计院,50万人民币,吴善荀,0999-73-29,存续,028-69098170,暂无信息,成都市人民南路南延线科技孵化园2号,9.15101007686212E+017,9.15101007686212E+017,510109000051040,768621218,全民所有制,商务服务业,高新工商局,0999-73-29,,全民所有制,成都市规划设计研究院,,,
成都市尊豪找房网络科技有限公司,成都市尊豪找房网络科技有限公司,100万人民币,刘怡,2708-78-25,存续,17711385233,564154382@qq.com,中国（四川）自由贸易试验区成都高新区蜀锦路88号1栋二单元第41层第06B单元,91510100343033541U,91510100343033541U,510109000587548,343033541,有限责任公司（非自然人投资或控股的法人独资）,科技推广和应用服务业,高新工商局,2708-78-25,,有限责任公司（非自然人投资或控股的法人独资）,深圳尊豪网络科技股份有限公司,,,
成都蜀和广告有限公司,成都蜀和广告有限公司,5万人民币,王玉文,2776-74-06,存续,13308011028,287910953@qq.com,,9151010067430393X7,9151010067430393X7,510109000023558,67430393-X,有限责任公司(自然人独资),商务服务业,高新工商局,2776-74-06,,有限责任公司(自然人独资),王玉文,,,
成都蜀辉市政工程有限公司,成都蜀辉市政工程有限公司,500万人民币,何容,2703-71-73,存续,028-85513718,暂无信息,成都市武侯区科华北路58号C幢10层E号,9.15101000697743E+017,9.15101000697743E+017,510100000283298,06977430-3,有限责任公司(自然人投资或控股),土木工程建筑业,武侯区市场和质量监督管理局,2703-71-73,,有限责任公司(自然人投资或控股),何容,,,
成都蜀狼文化传播有限公司,成都蜀狼文化传播有限公司,100万人民币,叶明友,2701-71-01,存续,18683528129,暂无信息,成都高新区吉泰五路88号2栋10层15号,91510100MA61WA0G1X,91510100MA61WA0G1X,510109000849745,MA61WA0G1,有限责任公司(自然人投资或控股),商务服务业,高新工商局,2701-71-01,,有限责任公司(自然人投资或控股),叶明友,,,
成都蜀为通信工程有限公司,成都蜀为通信工程有限公司,100万人民币,陈军,2701-74-25,存续,18508222220,暂无信息,成都市金牛区二环路西三段119号综合（栋）3层26号,91510106MA61UG0U1K,91510106MA61UG0U1K,510106000538978,MA61UG0U1,有限责任公司(自然人投资或控股),土木工程建筑业,金牛区市场和质量监督管理局,2701-74-25,,有限责任公司(自然人投资或控股),陈军,,,
成都蜀讯游天下网络科技有限公司,成都蜀讯游天下网络科技有限公司,100万人民币,谢宏志,2708-76-25,存续,18980086292,149829204@qq.com,成都高新区泰和二街333号12栋2层附203号,91510100350548703H,91510100350548703H,510109000636718,35054870-3,有限责任公司(自然人独资),研究和试验发展,高新工商局,2708-76-25,,有限责任公司(自然人独资),谢宏志,,,
成都蜀智文化传播有限公司,成都蜀智文化传播有限公司,200万人民币,陈容,2703-79-06,存续,028-84517972,暂无信息,成都市锦江区锦华路一段8号1栋5单元19层1904号,91510104077684287M,91510104077684287M,510104000213536,77684287,有限责任公司(自然人投资或控股),商务服务业,锦江工商局,2703-79-06,,有限责任公司(自然人投资或控股),陈容,,,
成都双峰电力电器有限公司,四川南能电力开发有限公司,21700万人民币,王维,2772-79-06,,暂无信息,暂无信息,,-,-,510107000022705,-,有限责任公司（自然人投资或控股的法人独资）,研究和试验发展,武侯区市场和质量监督管理局,2772-79-06,,有限责任公司（自然人投资或控股的法人独资）,四川黔能电力发展有限责任公司,,,
成都双节清洗保洁有限公司,成都双节清洗保洁有限公司,30万人民币,金跃平,0999-78-24,存续,13908024658,暂无信息,,9.15101057160479E+017,9.15101057160479E+017,510105000115237,716047920,有限责任公司(自然人投资或控股),其他服务业,青羊区市场和质量监督管理局,0999-78-24,,有限责任公司(自然人投资或控股),金跃平,,,
成都水木合德广告有限公司,成都水木合德广告有限公司,100万人民币,邓敏,2704-79-23,存续,13980885970,455360168@qq.com,成都市武侯区二环路南四段51号2幢6层05号,91510107394055863Q,91510107394055863Q,510107000809011,394055863,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2704-79-23,,有限责任公司(自然人投资或控股),郗家漆,,,
成都水木合德企业营销策划有限公司,成都水木合德企业营销策划有限公司,500万人民币,郗家漆,2700-76-22,存续,13980885970,455360168@qq.com,成都市武侯区二环路南四段51号2栋6层05号,9.15101075800348E+017,9.15101075800348E+017,510107000402944,58003485-5,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2700-76-22,,有限责任公司(自然人投资或控股),郗家漆,,,
成都睡堡商贸有限公司,成都睡堡商贸有限公司,100万人民币,徐懿杨,2702-73-25,存续,13281186999,暂无信息,成都市高新区盛和二路18号富森美家居家具2楼2050-2051号,9.15101005920784E+017,9.15101005920784E+017,510109000243692,592078441,有限责任公司(自然人投资或控股),零售业,高新工商局,2702-73-25,,有限责任公司(自然人投资或控股),徐懿杨,,,
成都思德福酒店用品有限公司,成都思德福酒店用品有限公司,200万人民币,张晓丽,2704-71-07,存续,暂无信息,418726300@qq.com,成都市成华区建设北路三段2号1栋1单元15层3号,91510108399923674G,91510108399923674G,510108000299879,399923674,其他有限责任公司,批发业,成华市场和质量监督管理局,2704-71-07,,其他有限责任公司,成都西姆酒店管理有限责任公司,,,
成都思瑞安系统集成有限公司,成都思瑞安系统集成有限公司,5000万人民币,叶弘,0996-79-29,存续,028-82684827,18128904@qq.com,成都市成华区玉双路7号天台大酒店7楼702室,9.15101087130453E+017,9.15101087130453E+017,510108000075920,713045292,有限责任公司(自然人投资或控股),软件和信息技术服务业,成华市场和质量监督管理局,0996-79-29,,有限责任公司(自然人投资或控股),叶弘,,,
成都思拓机电设备工程有限公司,成都思拓机电设备工程有限公司,320万人民币,李建,2704-73-04,存续,028-86765259,cdsitujidian@163.com,,9151010409465301XA,9151010409465301XA,510104000227357,09465301X,有限责任公司(自然人投资或控股),商务服务业,锦江工商局,2704-73-04,,有限责任公司(自然人投资或控股),辛秀群,,,
成都思维装饰有限责任公司,成都思维装饰有限责任公司,2100万人民币,吴文彬,0991-76-26,存续,028-87063173,402247256@qq.com,成都市青羊区蜀金路1号3栋5层501号,91510100621712174E,91510100621712174E,510100000105927,62171217-4,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,青羊区市场和质量监督管理局,0991-76-26,,有限责任公司(自然人投资或控股),吴文彬,,,
成都思源房地产经纪有限公司,成都思源房地产经纪有限公司,303万人民币,于宇,2776-74-04,存续,028-85228585,cd_public@syswin.com,成都市武侯区科华北路62号12层8，9号,9.15101076721981E+017,9.15101076721981E+017,510107000040464,672198064,有限责任公司（自然人投资或控股的法人独资）,房地产业,武侯区市场和质量监督管理局,2776-74-04,,有限责任公司（自然人投资或控股的法人独资）,北京思源兴业房地产服务集团股份有限公司,,,
成都斯未科技有限公司,成都斯未科技有限公司,50万人民币,孔令明,2703-71-74,存续,13982003055,暂无信息,中国（四川）自由贸易试验区成都高新区天府大道北段1480号1栋,91510100069757255X,91510100069757255X,510109000375937,69757255,有限责任公司(自然人投资或控股),研究和试验发展,高新工商局,2703-71-74,,有限责任公司(自然人投资或控股),王蔓,,,
成都四方创新科技有限公司,成都四方创新科技有限公司,1510万人民币,崔庭荣,2771-76-79,存续,028-85212117,ctr@4fcx.cn,成都市一环路南一段1号C31505,91510107790048040J,91510107790048040J,510107000320125,790048040,有限责任公司(自然人投资或控股),批发业,武侯区市场和质量监督管理局,2771-76-79,,有限责任公司(自然人投资或控股),张敏,,,
成都四海防火制品有限公司,成都四海防火制品有限公司,5000万人民币,肖敏,0996-00-78,存续,13658066615,526083645@qq.com,四川省成都经济技术开发区（龙泉驿区）车城东七路412号,9.15101007130122E+017,9.15101007130122E+017,510100000063922,713012175,有限责任公司(自然人投资或控股),金属制品业,成都市工商行政管理局,0996-00-78,,有限责任公司(自然人投资或控股),肖敏,,,
成都苏迅电梯公司,成都苏迅电梯有限公司,1220万人民币,邓颖,0992-00-01,存续,028-83229400,cdsse@china.com,,9.15101062020502E+017,9.15101062020502E+017,510105000096243,202050145,有限责任公司(自然人投资或控股),批发业,金牛区市场和质量监督管理局,0992-00-01,,有限责任公司(自然人投资或控股),邓颖,,,
成都塑美清洁服务有限公司,成都塑美清洁服务有限公司,100万人民币,冯坤坪,2703-71-26,存续,13881837868,ucfjh@163.com,,9.15101070724132E+017,9.15101070724132E+017,510107000670057,72413170,有限责任公司(自然人投资或控股),租赁业,武侯区市场和质量监督管理局,2703-71-26,,有限责任公司(自然人投资或控股),冯坤坪,,,
成都溯本文化传播有限公司,成都溯本文化传播有限公司,50万人民币,陈亮,2702-79-26,存续,18030600230,000000@163.com,成都市青羊区正府街80号215室,9151010505490841XC,9151010505490841XC,510105000302580,05490841X,有限责任公司(自然人投资或控股),商务服务业,青羊区市场和质量监督管理局,2702-79-26,,有限责任公司(自然人投资或控股),陈亮,,,
成都随时共鸣文化传播有限公司,成都随时共鸣文化传播有限公司,20万人民币,余姗姗,2703-07-00,存续,13618038322,gtssgm@163.com,成都高新区府城大道西段399号7栋2单元14层1403号,9.15101000776584E+017,9.15101000776584E+017,510109000394941,07765844-1,有限责任公司(自然人投资或控股),文化艺术业,高新工商局,2703-07-00,,有限责任公司(自然人投资或控股),余姗姗,,,
